id,subject,type,status,priority,owner_id,who_id,what_id,activity_date,is_closed,created_date
00TwiPyNlktCVvBF0Y,Call - Intro,Qualification,Deferred,Low,005NgdXDnoq7n6eqfB,00QTbASvTqvGleHwve,001rz3TrbEBArnQQCm,2024-11-25,true,2024-10-31
00T0HmQO7ebUnBe93e,Qualification - Next Steps,Discovery,Not Started,Low,005DJJzk8TFPHjwamm,003IbkKIRxgh8uEI9d,,2025-05-29,true,2025-05-18
00Tn8TTjlglW0apZcE,Call - Intro,Email,In Progress,Low,005SbAnWPkaLqqFhXE,003tkzA5bxQRGrPsOU,001jdNXN7BQLLqiJup,2024-11-26,true,2024-11-10
00TNnIW2Z2RrsbwiR7,Email - Renewal,Discovery,Completed,Low,005udoqsW2EyiZN9b0,00Q9f54GCpSc65Jb99,006MOG5hjnjiQH6bYg,2022-08-13,true,2022-07-17
00TiUrTlcH6iHKWRk9,Call - Follow-up,Follow-up,In Progress,Low,005mbGysH2pp4xju3N,003mltRiJedEYMD0SN,001uZMWpN8ewEddUDG,2024-11-06,true,2024-10-28
00Thi9vvhRokwJZ48c,Discovery - Follow-up,Discovery,In Progress,Low,005qf3JcieWVjwiYd7,003m7Fqj0KIuEEVZy7,006y0RqbrexUjO1xdq,2024-04-11,false,2024-04-10
00TfJBWojB2ap5F4kz,Qualification - Next Steps,Follow-up,Deferred,Low,005q3idaDMhXnwfocw,003vKOv8r6QvE1z4oN,006fJnmZIgdWlRIZKX,2024-06-15,false,2024-06-03
00TknOvoV8nLjhUh4I,Follow-up - Renewal,Discovery,Completed,Low,0053OvJBQj7lluaSJM,00QIFxEcJhpoEdqVrr,0069phnEQJWnWvoKNh,2024-01-16,false,2024-01-09
00TpyS09abpIkF4SE1,Follow-up - Follow-up,Discovery,Deferred,High,005yopVEVGjrYSQu2q,003LvQPMOsKXEaH2ic,001pcT519x3naDMNVj,2024-05-23,false,2024-05-17
00Thgsld85dpLWcdKH,Discovery - Next Steps,Qualification,Deferred,Low,005F4DJKwnDrFRcqbf,00Q36PjuiJoSomX3fX,001twZzc14H53vpxag,2024-12-22,false,2024-11-23
00TUyFT1H6wGqhrVOz,Call - Renewal,Qualification,In Progress,High,005AQpXsPDqHdTKZrg,00Q7C2TUqhTlpE6GcS,,2024-06-12,true,2024-05-14
00TLodClRLfhwgBK44,Discovery - Follow-up,Follow-up,In Progress,Low,0053WZIwXgjGUPdHRc,00QZfeMJgj0hh6CAOH,006W8RbXHlMngZ7WMX,2025-02-02,true,2025-01-03
00TpjlJX0iyF72zLqa,Qualification - Next Steps,Follow-up,Deferred,High,0052vuTGNhPaf9DJtR,0033vSJTjgHO38TybA,006ajNVH2zql31ZhCe,2023-08-18,true,2023-07-31
00TCstFHsLYFrJJvsa,Follow-up - Next Steps,Qualification,Not Started,High,005iRmiKUtSSkR82g5,003OuGh8p8nq2lgPoD,0019oooEAxev6b2m0o,2022-06-22,false,2022-05-29
00TFuC86gCFB6zj0yf,Follow-up - Intro,Qualification,Deferred,High,005H18uJWTVdyNheWe,003hyk78Ji6JPAdB2M,001Q1rZDMvID4TTPDS,2025-04-24,true,2025-04-13
00TCz6PZnaUomv7tyh,Follow-up - Follow-up,Qualification,In Progress,Normal,0055zd5SriKEc8WlTo,003EyGxIYU9GJJdeJq,001OaFwkwqL9CJsV1n,2023-03-31,false,2023-03-28
00TVcOiyrMRkP7EhxK,Follow-up - Renewal,Email,Deferred,Low,0053OvJBQj7lluaSJM,00QEJXnqmhNoHxlyjh,001oGa0axHHiXdCvDF,2024-05-07,false,2024-04-20
00T0kbeE9GAZUrH91X,Email - Next Steps,Qualification,Completed,High,00566La41L76C1ZyfL,003B1BALEy7QCA5exw,006VkGAKB2iJNc7Wbm,2023-04-08,false,2023-03-29
00TM5EZLRo8oEf0TfU,Call - Next Steps,Call,Completed,Normal,005DleKhounx1YJ0rP,00QToAgSAA5rtU007u,006nTTZP9I1HjVaYu4,2024-01-23,false,2023-12-25
00TQS8JcNDTPntpKkz,Follow-up - Intro,Discovery,Deferred,Normal,005DJJzk8TFPHjwamm,003AhJ3Abm5XywyM3G,,2024-04-25,false,2024-04-03
00TDUUHlztWuFv95yr,Discovery - Intro,Call,In Progress,Low,005oTuswObpFtGANeE,003smCXSHc5hdDuYHW,006sJkLMAsy7RT0rvW,2022-09-08,false,2022-08-21
00T1K20sLXNsbAqLwV,Discovery - Renewal,Email,Deferred,High,0055j5PkhKrYKIRTRf,00QzT1nqza2ZhV203M,001yJ0UQ2Ty0mYUUCK,2024-09-30,false,2024-09-15
00T6h6yFi9P00sTEB8,Qualification - Follow-up,Follow-up,Completed,High,005w1rZfJkoRoaYcEo,003mMaiRrUb0QtrYsz,0010IWDw1zo3rs0T3V,2024-01-06,true,2023-12-07
00TwbQiJomwmkEltm3,Call - Next Steps,Email,In Progress,High,005lFrIUHPTHLXsJgY,003TWnDMGxmIgPh1Z2,006HEL3fBUVjR1Kfke,2022-02-08,true,2022-01-09
00Tq0HUeNmR5JKrEeG,Discovery - Follow-up,Discovery,Deferred,Low,005PcnSwvycOiPT9zy,003SctpTUw83tUblEg,006H83HsROKP7ryarS,2023-09-03,false,2023-08-30
00TcpgDQKLHnWi0Qur,Email - Follow-up,Follow-up,Completed,High,005lwhmSG1MSOXLTAt,003HUjTB54ilqiVcpF,0067pQFpZnDpp53ZJd,2022-08-31,true,2022-08-06
00TpFhYqM3MR0vn5W2,Discovery - Intro,Qualification,Deferred,High,0054cPwdknqYVBf2UL,003sa5BLD5Ed0gU8Oe,006IV0crlKxiM1DBR6,2023-09-17,false,2023-09-10
00TElWv2CXKdjjkYid,Follow-up - Follow-up,Call,In Progress,High,005DJJzk8TFPHjwamm,00QcGm2moDd3wJdufD,0066IGAtwmXVTb7CDQ,2024-09-05,false,2024-08-14
00THvPPh4wmuwl1Rip,Discovery - Intro,Qualification,Not Started,Low,005CyM4CU7TgZ0ieQC,00QZn6eY4CtLZ9tyY7,0061ra2o2DHkih2mfJ,2022-09-16,true,2022-09-06
00TnLu4rSPXf90jvLL,Discovery - Renewal,Discovery,Not Started,High,005PfomEh4AX7UIY31,00Q7E2h36ImBNemxpz,0069hjfeGZaw9Ma66d,2024-02-14,false,2024-02-09
00TTpBVEnS89NbmPe5,Email - Next Steps,Follow-up,Completed,Normal,005XY6JL792Cjz6tvp,003jWtLnJCCuUOgZM3,006L6Yz5BVDbF749yp,2022-01-02,true,2021-12-22
00TYOtxbz4NpuoGfuX,Email - Next Steps,Follow-up,Not Started,High,005Pa6uUR0EkXHgr5D,00QR4YP5Vwvcu8Cl5N,001kmimwHbFlrvyDWh,2023-12-20,false,2023-12-19
00T8D75QVzGv1Lt2vW,Call - Intro,Follow-up,Completed,Normal,005U1SVjkIk2fyV5rw,003MdUZjRJwLU3GaxV,006tdfNZNio2Rjc2mF,2024-09-03,true,2024-08-17
00Tf6VNoS7nhFngOF1,Follow-up - Intro,Call,Completed,Normal,005XZUpRP9HBvLfhY6,00QGdYuJ9de4dscArv,001NMBe9K9SfNOgnwo,2025-10-09,true,2025-09-25
00TwXspdqpeZ74wpvc,Follow-up - Follow-up,Follow-up,In Progress,High,005qhOaTRDj8l4v6Lo,0035toogifDVuCzabj,006ZM5HKYOGvBQZndT,2025-02-18,true,2025-01-26
00ToQZY2IipweEMde2,Qualification - Renewal,Email,Not Started,High,005PcnSwvycOiPT9zy,00Q5veetPwXhkyk1Tx,006NrPneffCgqDXEnS,2023-09-03,true,2023-08-11
00TDd0T4XAel5VTgNP,Follow-up - Next Steps,Follow-up,In Progress,Normal,0052yGgxi1v4hCqV4x,00Q50mT9HPi6ntH6dL,001cjdMey8iFV4aH14,2023-01-15,true,2023-01-01
00TcK2b9WSYnP4luia,Discovery - Next Steps,Call,In Progress,Normal,005VxJy5mAR2JIiQzL,0039hYo7DDnbu4KuZ5,001fgDXTAcH8Kl7hnm,2022-11-23,true,2022-11-01
00TOAvQwNrkdkvXjuO,Email - Next Steps,Email,Not Started,Low,005dJm5gIU7nUKZnv1,00QdFZ4nWPYG7TAZyC,006adYgNO6Y8P30cu6,2023-11-12,false,2023-11-02
00TT17kDsKUE8zW2Oa,Call - Renewal,Call,Not Started,Normal,0059wV9ybGAGQOgvhj,00QcE80aLuB2P6YqdT,006rNROGfUNTc7ih1S,2024-09-22,false,2024-09-08
00TVd1IWcsAQqyNU8d,Qualification - Renewal,Qualification,Not Started,High,005DJJzk8TFPHjwamm,00Qc2LXF3GIxFCJhbl,001VGFglO7kRAbsW7W,2022-07-27,false,2022-07-09
00TKPkz3X6SFPXFcPS,Call - Renewal,Follow-up,Not Started,Low,005U2hcHrNtlfF5gcz,003Ep6upcZIqXs4WWt,001cLiHtTtNsY5EEai,2022-10-18,true,2022-09-21
00TrtGL0i9QXBWOzCS,Discovery - Intro,Email,Deferred,High,005KXIvx3Ru4Hx5BVz,0035UjB9UFb4KdcyW3,006j1NU9yL06gBlf5b,2026-01-07,false,2025-12-18
00TdSeidFecTKy0g79,Follow-up - Next Steps,Qualification,In Progress,High,005r9q3iIp3WHLiZhI,0036g8Kf98vpIbY1ty,001iqPlGzgAhDRZyGn,2022-03-07,false,2022-02-15
00TieWPldYHKZM43lx,Follow-up - Follow-up,Qualification,In Progress,Low,005irLwe9xEBlEAQNC,003qsFp3aJcEsaM9Rr,006EFMJbYwOH5q4SIs,2023-04-06,true,2023-03-08
00TmNCAcm1tkcmK8Gi,Follow-up - Next Steps,Email,Deferred,Low,005M5xWWu90p0JPGJQ,003UK5rEZlmZEwxxbz,001EHLqxtGPK7JPeRE,2023-12-20,true,2023-11-20
00Txu2ZV7jzV3IAWF9,Discovery - Renewal,Call,Not Started,Normal,005lFrIUHPTHLXsJgY,00301oS3nmoZtGTrwX,006ny9KfuaNp6gwqDo,2024-12-21,true,2024-12-15
00TCtKY1EVDQvFnld3,Qualification - Follow-up,Follow-up,Deferred,Low,005NgdXDnoq7n6eqfB,00Qpf320JeTYvSumRN,0013MTGzl9Y9ED6RSg,2022-09-29,false,2022-09-12
00TdM2yb0NHhu9QB2B,Follow-up - Next Steps,Discovery,In Progress,High,005U1SVjkIk2fyV5rw,003BXcmyMgR6MH6HCA,,2023-06-08,true,2023-05-24
00TvVYN9QIabqi8iIJ,Follow-up - Next Steps,Qualification,Completed,Low,005dEsDKcaedNVmJU3,0032EAdJsz7tCgTZUd,0064L4VywhC5XOTBgC,2025-01-30,false,2025-01-10
00TamEoqJ56kPJVDd5,Qualification - Renewal,Email,Not Started,High,005gYdlj9yv5Cc6zkp,00QKEPCKzZVvNSxkp5,006gTWwbOoGFF3Ehum,2025-12-22,true,2025-12-15
00TJJ7OLKrUdKcBGbz,Qualification - Follow-up,Email,Completed,Normal,005iRmiKUtSSkR82g5,0039VOReNHmHU8N05J,,2024-11-20,false,2024-11-10
00TKwuT6as8dyVErSO,Discovery - Follow-up,Follow-up,Completed,Low,005FA8TcXwRGIFLbcj,003NHsK943PzmwQA5g,006PEsZ6cdfA0lu1tL,2023-11-16,false,2023-10-27
00T06N5IO0q87MWAcg,Follow-up - Renewal,Qualification,Not Started,Low,005dKuyWKIuifL64ip,00QNMcw6OxkEhGssp5,,2025-09-20,false,2025-09-03
00Tu0pHn82r4nxme0L,Call - Intro,Discovery,Not Started,High,005lkDbq9IPSQ2U7zZ,003HP2yMJGYqAKwHpC,006mlQ0oodakWCfmIx,2022-05-23,false,2022-05-22
00TF3uMBCifoH8SvZ5,Qualification - Follow-up,Follow-up,Deferred,High,005UmJEIRnoljtUYmh,003tCfddiCcJFJWsf6,,2024-11-30,true,2024-11-10
